Timestamp,FromAccount,ToAccount,Amount_Received,Receiving_Currency,Amount_Paid,Payment_Currency,suspected_money_laundering_involvement
10-09-2022 0.17,8148C5611,81488CB91,0.001349,Bitcoin,0.001349,Bitcoin,
10-09-2022 0.24,8148AC4D1,813B59C61,0.000501,Bitcoin,0.000501,Bitcoin,
10-09-2022 0.24,8148ACCE1,813CB1451,0.003147,Bitcoin,0.003147,Bitcoin,
10-09-2022 0.16,8148C70A1,813CB1451,0.016202,Bitcoin,0.016202,Bitcoin,
10-09-2022 0.06,8148D3200,8148D3201,2.0,Euro,0.000197,Bitcoin,
10-09-2022 0.06,8148D3200,80DCF1C00,2.0,Euro,2.0,Euro,
10-09-2022 0.09,8148A12F1,813CB9121,0.008688,Bitcoin,0.008688,Bitcoin,
10-09-2022 0.27,81432CB41,8148D7BC1,0.056797,Bitcoin,0.056797,Bitcoin,
10-09-2022 0.04,81432CB41,8148D7BC1,0.01294,Bitcoin,0.01294,Bitcoin,
10-09-2022 0.17,8148E1651,813B7F221,0.003153,Bitcoin,0.003153,Bitcoin,
10-09-2022 0.12,8148E3CA1,81343EE11,0.007282,Bitcoin,0.007282,Bitcoin,
10-09-2022 0.18,8148E7C61,814951C81,0.000477,Bitcoin,0.000477,Bitcoin,
10-09-2022 0.13,8148E9081,814951C81,0.000264,Bitcoin,0.000264,Bitcoin,
10-09-2022 0.15,8148DAEE1,81413B0C1,0.000483,Bitcoin,0.000483,Bitcoin,
10-09-2022 0.23,814714A01,81490C4B1,0.001999,Bitcoin,0.001999,Bitcoin,
10-09-2022 0.26,814714A01,81490C4B1,0.001835,Bitcoin,0.001835,Bitcoin,
10-09-2022 0.23,814714A01,81490C4B1,0.000235,Bitcoin,0.000235,Bitcoin,
10-09-2022 0.04,814714A01,81490C4B1,2e-06,Bitcoin,2e-06,Bitcoin,
10-09-2022 0.12,814780851,814915571,0.012255,Bitcoin,0.012255,Bitcoin,
10-09-2022 0.22,814780851,814915571,0.076987,Bitcoin,0.076987,Bitcoin,
10-09-2022 0.01,814911221,814914721,0.059435,Bitcoin,0.059435,Bitcoin,
10-09-2022 0.04,814911311,814914721,0.385377,Bitcoin,0.385377,Bitcoin,
10-09-2022 0.05,814911181,814914721,0.185013,Bitcoin,0.185013,Bitcoin,
10-09-2022 0.22,814915771,814914721,0.379819,Bitcoin,0.379819,Bitcoin,
10-09-2022 0.17,8136CD1A1,81491CA31,3.127842,Bitcoin,3.127842,Bitcoin,
10-09-2022 0.16,8136CD1A1,81491CA31,1.049483,Bitcoin,1.049483,Bitcoin,
10-09-2022 0.15,100428A51,81492E591,0.024605,Bitcoin,0.024605,Bitcoin,
10-09-2022 0.02,100428A51,81492E591,0.01384,Bitcoin,0.01384,Bitcoin,
10-09-2022 0.17,81493C391,8136D0491,0.011182,Bitcoin,0.011182,Bitcoin,
10-09-2022 0.03,813DD7251,814940201,0.06581,Bitcoin,0.06581,Bitcoin,
10-09-2022 0.00,813DD7251,814940201,0.039355,Bitcoin,0.039355,Bitcoin,
10-09-2022 0.15,813DD7251,814940201,0.001474,Bitcoin,0.001474,Bitcoin,
10-09-2022 0.05,813DD7251,814940201,0.000783,Bitcoin,0.000783,Bitcoin,
10-09-2022 0.11,81491CEF1,813FCE8D1,0.014742,Bitcoin,0.014742,Bitcoin,
10-09-2022 0.16,814924C01,8148A4421,0.000553,Bitcoin,0.000553,Bitcoin,
10-09-2022 0.15,81492BAB0,81492BAB1,3074.5,Yen,0.002455,Bitcoin,
10-09-2022 0.15,81492BAB0,804362A30,3074.5,Yen,3074.5,Yen,
10-09-2022 0.05,8149316F1,8148A4421,0.016,Bitcoin,0.016,Bitcoin,
10-09-2022 0.08,81494DC61,8147BF381,0.005938,Bitcoin,0.005938,Bitcoin,
10-09-2022 0.12,8149503E1,8142995F1,0.000229,Bitcoin,0.000229,Bitcoin,
10-09-2022 0.16,8149550D1,813DDC011,0.0119,Bitcoin,0.0119,Bitcoin,
10-09-2022 0.42,80005E100,8001CA110,104.22,US Dollar,104.22,US Dollar,
10-09-2022 0.51,80005E100,8001CA110,166.51,US Dollar,166.51,US Dollar,
10-09-2022 0.33,8001D4370,8001DB9C0,514.87,US Dollar,514.87,US Dollar,
10-09-2022 0.32,8001D4370,8001DB9C0,1630.59,US Dollar,1630.59,US Dollar,
10-09-2022 0.46,8001A6E90,800152900,1006.34,US Dollar,1006.34,US Dollar,
10-09-2022 0.40,8001A6E90,800152900,1197.71,US Dollar,1197.71,US Dollar,
10-09-2022 0.46,80024F810,800260000,63.57,US Dollar,63.57,US Dollar,
10-09-2022 0.53,80024F810,800260000,119.8,US Dollar,119.8,US Dollar,
10-09-2022 0.45,80024F810,800260000,6.24,US Dollar,6.24,US Dollar,
10-09-2022 0.40,80024F810,800260000,23.1,US Dollar,23.1,US Dollar,
10-09-2022 0.51,80025F3B0,80028C950,59.81,US Dollar,59.81,US Dollar,
10-09-2022 0.36,80025F3B0,80028C950,34.51,US Dollar,34.51,US Dollar,
10-09-2022 0.52,8001E6840,8002A4490,2001.16,US Dollar,2001.16,US Dollar,
10-09-2022 0.45,8001E6840,8002A4490,513.21,US Dollar,513.21,US Dollar,
10-09-2022 0.54,800245D00,800300840,446.78,US Dollar,446.78,US Dollar,
10-09-2022 0.54,800245D00,800300840,935.74,US Dollar,935.74,US Dollar,
10-09-2022 0.59,800245D00,800300840,205.81,US Dollar,205.81,US Dollar,
10-09-2022 0.38,800245D00,800300840,116.91,US Dollar,116.91,US Dollar,
10-09-2022 0.42,800188040,800320550,1249.12,US Dollar,1249.12,US Dollar,
10-09-2022 0.35,800188040,800320550,2266.46,US Dollar,2266.46,US Dollar,
10-09-2022 0.43,80025D510,80038D390,2085.22,US Dollar,2085.22,US Dollar,
10-09-2022 0.40,8000EDEC0,8003AEA10,339502.16,US Dollar,339502.16,US Dollar,
10-09-2022 0.57,800175080,8003AFEA0,15.11,US Dollar,15.11,US Dollar,
10-09-2022 0.47,800175080,8003AFEA0,35.12,US Dollar,35.12,US Dollar,
10-09-2022 0.40,800175080,8003AFEA0,3.06,US Dollar,3.06,US Dollar,
10-09-2022 0.43,8002FC5B0,8003D8C40,85014.75,US Dollar,85014.75,US Dollar,
10-09-2022 0.42,8002FC5B0,8003D8C40,16703.41,US Dollar,16703.41,US Dollar,
10-09-2022 0.33,8002FC5B0,8003D8C40,1012619.53,US Dollar,1012619.53,US Dollar,
10-09-2022 0.44,8001357F0,800439C00,177.48,US Dollar,177.48,US Dollar,
10-09-2022 0.37,8001357F0,800439C00,492.27,US Dollar,492.27,US Dollar,
10-09-2022 0.45,8001357F0,800439C00,80.15,US Dollar,80.15,US Dollar,
10-09-2022 0.59,800415B00,800463490,3155.7,US Dollar,3155.7,US Dollar,
10-09-2022 0.33,800415B00,800463490,1635.11,US Dollar,1635.11,US Dollar,
10-09-2022 0.48,8002BC830,8004BDD30,312.84,US Dollar,312.84,US Dollar,
10-09-2022 0.30,8002BC830,8004BDD30,583.95,US Dollar,583.95,US Dollar,
10-09-2022 0.54,100428660,8004BEFB0,507.48,US Dollar,507.48,US Dollar,
10-09-2022 0.56,100428660,8004BEFB0,1075.91,US Dollar,1075.91,US Dollar,
10-09-2022 0.30,8003F71E0,800575320,175.56,US Dollar,175.56,US Dollar,
10-09-2022 0.33,8003F71E0,800575320,289.18,US Dollar,289.18,US Dollar,
10-09-2022 0.41,8001F2F50,8005A13A0,3550.49,US Dollar,3550.49,US Dollar,
10-09-2022 0.41,100428660,8005FE140,958.69,US Dollar,958.69,US Dollar,
10-09-2022 0.56,100428660,8005FE140,865.71,US Dollar,865.71,US Dollar,
10-09-2022 0.32,100428660,800659240,607682.26,US Dollar,607682.26,US Dollar,
10-09-2022 0.46,100428660,800659240,9151.93,US Dollar,9151.93,US Dollar,
10-09-2022 0.32,100428660,800659240,666358.97,US Dollar,666358.97,US Dollar,
10-09-2022 0.38,8006C5640,8006CD860,12487.2,US Dollar,12487.2,US Dollar,
10-09-2022 0.37,800578070,8006D0450,58669.81,US Dollar,58669.81,US Dollar,
10-09-2022 0.41,800578070,8006D0450,21735.74,US Dollar,21735.74,US Dollar,
10-09-2022 0.34,800578070,8006D0450,238861.72,US Dollar,238861.72,US Dollar,
10-09-2022 0.38,800195970,8006EF630,15118.47,US Dollar,15118.47,US Dollar,
10-09-2022 0.56,800195970,8006EF630,14916.73,US Dollar,14916.73,US Dollar,
10-09-2022 0.30,800195970,8006EF630,23165.38,US Dollar,23165.38,US Dollar,
10-09-2022 0.38,8004203B0,800733160,4513.51,US Dollar,4513.51,US Dollar,
10-09-2022 0.39,8004203B0,800733160,1818.76,US Dollar,1818.76,US Dollar,
10-09-2022 0.34,800744A50,800744AA0,1108.9,US Dollar,1108.9,US Dollar,
10-09-2022 0.42,8001E0160,800752B40,138.67,US Dollar,138.67,US Dollar,
10-09-2022 0.57,8001E0160,800752B40,422.17,US Dollar,422.17,US Dollar,
10-09-2022 0.58,8005FB700,800759BE0,4396.31,US Dollar,4396.31,US Dollar,
10-09-2022 0.32,8005FB700,800759BE0,7295.7,US Dollar,7295.7,US Dollar,
10-09-2022 0.36,8003F0CC0,80077D3E0,337.86,US Dollar,337.86,US Dollar,
10-09-2022 0.32,8003F0CC0,80077D3E0,2137.92,US Dollar,2137.92,US Dollar,
10-09-2022 0.51,80059B040,8007B3120,198.23,US Dollar,198.23,US Dollar,
10-09-2022 0.56,8005BA810,8008030D0,336.66,US Dollar,336.66,US Dollar,
10-09-2022 0.55,8005BA810,8008030D0,85.54,US Dollar,85.54,US Dollar,
10-09-2022 0.34,8001ECD70,800859800,2113.09,US Dollar,2113.09,US Dollar,
10-09-2022 0.44,8001ECD70,800859800,702.9,US Dollar,702.9,US Dollar,
10-09-2022 0.33,800650F30,800A5A3B0,23.15,US Dollar,23.15,US Dollar,
10-09-2022 0.33,800650F30,800A5A3B0,147.04,US Dollar,147.04,US Dollar,
10-09-2022 0.40,8001A8460,800A8B510,134.46,US Dollar,134.46,US Dollar,
10-09-2022 0.45,8001A8460,800A8B510,153.3,US Dollar,153.3,US Dollar,
10-09-2022 0.51,80022A8E0,800ACA450,2447.73,US Dollar,2447.73,US Dollar,
10-09-2022 0.56,8009412A0,800B1EFF0,2743.94,US Dollar,2743.94,US Dollar,
10-09-2022 0.52,8009412A0,800B1EFF0,370.48,US Dollar,370.48,US Dollar,
10-09-2022 0.48,800106D00,800BBD9A0,2155.29,US Dollar,2155.29,US Dollar,
10-09-2022 0.42,800106D00,800BBD9A0,1982.87,US Dollar,1982.87,US Dollar,
10-09-2022 0.54,8003A7770,800C2FA50,9.59,US Dollar,9.59,US Dollar,
10-09-2022 0.43,8003A7770,800C2FA50,102.56,US Dollar,102.56,US Dollar,
10-09-2022 0.39,8006E79D0,800C3FED0,1381.74,US Dollar,1381.74,US Dollar,
10-09-2022 0.45,8006E79D0,800C3FED0,295.03,US Dollar,295.03,US Dollar,
10-09-2022 0.37,800AD35F0,800C43B30,268.55,US Dollar,268.55,US Dollar,
10-09-2022 0.52,800AD35F0,800C43B30,56.65,US Dollar,56.65,US Dollar,
10-09-2022 0.53,8001DCDF0,800C50300,592.98,US Dollar,592.98,US Dollar,
10-09-2022 0.46,8001DCDF0,800C50300,597.22,US Dollar,597.22,US Dollar,
10-09-2022 0.30,800B404B0,800C5F4B0,82212.28,US Dollar,82212.28,US Dollar,
10-09-2022 0.40,800B404B0,800C5F4B0,257944.93,US Dollar,257944.93,US Dollar,
10-09-2022 0.42,8003C1220,800C99B30,1464.79,US Dollar,1464.79,US Dollar,
10-09-2022 0.50,8003C1220,800C99B30,592.7,US Dollar,592.7,US Dollar,
10-09-2022 0.55,8003C1220,800C99B30,304.5,US Dollar,304.5,US Dollar,
10-09-2022 0.49,8005F34E0,800CDDAC0,2207.1,US Dollar,2207.1,US Dollar,
10-09-2022 0.42,8005F34E0,800CDDAC0,1090.24,US Dollar,1090.24,US Dollar,
10-09-2022 0.55,8001E23A0,800D292F0,325.04,US Dollar,325.04,US Dollar,
10-09-2022 0.31,8001E23A0,800D292F0,1304.77,US Dollar,1304.77,US Dollar,
10-09-2022 0.36,800611FA0,800DCE120,43743.49,US Dollar,43743.49,US Dollar,
10-09-2022 0.55,800611FA0,800DCE120,19807.72,US Dollar,19807.72,US Dollar,
10-09-2022 0.32,800611FA0,800DCE120,3654.29,US Dollar,3654.29,US Dollar,
10-09-2022 0.49,800582620,800DDECC0,2237.79,US Dollar,2237.79,US Dollar,
10-09-2022 0.53,800582620,800DDECC0,226.91,US Dollar,226.91,US Dollar,
10-09-2022 0.48,800AB5470,800F15000,4041.27,US Dollar,4041.27,US Dollar,
10-09-2022 0.52,800AB5470,800F15000,973.43,US Dollar,973.43,US Dollar,
10-09-2022 0.56,8005CD2C0,800F4FDC0,709.5,US Dollar,709.5,US Dollar,
10-09-2022 0.44,8005CD2C0,800F4FDC0,1779.74,US Dollar,1779.74,US Dollar,
10-09-2022 0.50,800F35F10,800F6B0A0,1322.68,US Dollar,1322.68,US Dollar,
10-09-2022 0.52,800F35F10,800F6B0A0,2931.0,US Dollar,2931.0,US Dollar,
10-09-2022 0.48,8003AFEA0,800F8D350,1295.03,US Dollar,1295.03,US Dollar,
10-09-2022 0.32,8003AFEA0,800F8D350,379.89,US Dollar,379.89,US Dollar,
10-09-2022 0.45,800D6EE10,8010015D0,10925.37,US Dollar,10925.37,US Dollar,
10-09-2022 0.45,800DF3690,8010AEB90,163.01,US Dollar,163.01,US Dollar,
10-09-2022 0.50,800DF3690,8010AEB90,274.62,US Dollar,274.62,US Dollar,
10-09-2022 0.42,800954BC0,800F46050,554301.59,US Dollar,554301.59,US Dollar,
10-09-2022 0.44,800954BC0,800F46050,20450.29,US Dollar,20450.29,US Dollar,
10-09-2022 0.30,800954BC0,800F46050,401254.35,US Dollar,401254.35,US Dollar,
10-09-2022 0.32,8005DC690,801106480,135857.44,US Dollar,135857.44,US Dollar,
10-09-2022 0.53,8005DC690,801106480,6454.15,US Dollar,6454.15,US Dollar,
10-09-2022 0.56,8005DC690,801106480,53215.44,US Dollar,53215.44,US Dollar,
10-09-2022 0.46,800188800,80116A5F0,1787516.74,US Dollar,1787516.74,US Dollar,
10-09-2022 0.59,800DC8A50,80116DCC0,630.85,US Dollar,630.85,US Dollar,
10-09-2022 0.57,800DC8A50,80116DCC0,2996.0,US Dollar,2996.0,US Dollar,
10-09-2022 0.38,80059E6C0,80116E550,4231.92,US Dollar,4231.92,US Dollar,
10-09-2022 0.31,80059E6C0,80116E550,1250.17,US Dollar,1250.17,US Dollar,
10-09-2022 0.48,80059E6C0,80116E550,430.32,US Dollar,430.32,US Dollar,
10-09-2022 0.50,100428660,80117B080,3752.35,US Dollar,3752.35,US Dollar,
10-09-2022 0.55,800DD1FE0,8011EF9C0,1224.97,US Dollar,1224.97,US Dollar,
10-09-2022 0.45,800DD1FE0,8011EF9C0,4128.53,US Dollar,4128.53,US Dollar,
10-09-2022 0.39,800618FD0,8011FC420,68.53,US Dollar,68.53,US Dollar,
10-09-2022 0.43,800618FD0,8011FC420,77.71,US Dollar,77.71,US Dollar,
10-09-2022 0.30,800618FD0,8011FC420,17.61,US Dollar,17.61,US Dollar,
10-09-2022 0.39,800139130,8012434F0,1846.61,US Dollar,1846.61,US Dollar,
10-09-2022 0.53,800139130,8012434F0,9159.8,US Dollar,9159.8,US Dollar,
10-09-2022 0.32,800712050,80129B230,487.64,US Dollar,487.64,US Dollar,
10-09-2022 0.51,800712050,80129B230,811.52,US Dollar,811.52,US Dollar,
10-09-2022 0.46,8012A2020,8012AD900,1714.08,US Dollar,1714.08,US Dollar,
10-09-2022 0.53,8012A2070,8012AD900,2479.12,US Dollar,2479.12,US Dollar,
10-09-2022 0.53,8012AE570,8012AD900,2016.06,US Dollar,2016.06,US Dollar,
10-09-2022 0.58,80129C200,8012AD900,965.22,US Dollar,965.22,US Dollar,
10-09-2022 0.56,8012B14E0,8012AD900,1311.88,US Dollar,1311.88,US Dollar,
10-09-2022 0.37,8012ADFD0,8012AD900,362.79,US Dollar,362.79,US Dollar,
10-09-2022 0.45,8012AE020,8012AD900,4307.03,US Dollar,4307.03,US Dollar,
10-09-2022 0.41,8012AC9F0,8012AD900,1792.53,US Dollar,1792.53,US Dollar,
10-09-2022 0.57,800139130,8012BB6B0,243.92,US Dollar,243.92,US Dollar,
10-09-2022 0.37,800139130,8012BB6B0,116.53,US Dollar,116.53,US Dollar,
10-09-2022 0.31,80104ABF0,8012BB100,9031.69,US Dollar,9031.69,US Dollar,
10-09-2022 0.30,80104ABF0,8012BB100,5621.25,US Dollar,5621.25,US Dollar,
10-09-2022 0.38,80133FC10,801357920,556.43,US Dollar,556.43,US Dollar,
10-09-2022 0.53,800DF9F50,80137D730,2456.03,US Dollar,2456.03,US Dollar,
10-09-2022 0.41,800DF9F50,80137D730,1436.79,US Dollar,1436.79,US Dollar,
10-09-2022 0.38,800DF9F50,80137D730,53.4,US Dollar,53.4,US Dollar,
10-09-2022 0.42,800DF9F50,80137D730,5.84,US Dollar,5.84,US Dollar,
10-09-2022 0.48,800DF9F50,80137D730,0.14,US Dollar,0.14,US Dollar,
10-09-2022 0.39,8012E0A70,801392FE0,149.33,US Dollar,149.33,US Dollar,
10-09-2022 0.55,8012E0A70,801392FE0,64.66,US Dollar,64.66,US Dollar,
10-09-2022 0.51,80059E0A0,800B01D40,10659.51,US Dollar,10659.51,US Dollar,
10-09-2022 0.50,8004661C0,8014725E0,464.33,US Dollar,464.33,US Dollar,
10-09-2022 0.47,8004661C0,8014725E0,1316.58,US Dollar,1316.58,US Dollar,
10-09-2022 0.52,8012E3240,80148C7D0,903.57,US Dollar,903.57,US Dollar,
10-09-2022 0.41,8012E3240,80148C7D0,793.66,US Dollar,793.66,US Dollar,
10-09-2022 0.30,800FBA530,8014F0310,976.9,US Dollar,976.9,US Dollar,
10-09-2022 0.30,800FBA530,8014F0310,2388.99,US Dollar,2388.99,US Dollar,
10-09-2022 0.37,8005ED8B0,80159D540,1907.94,US Dollar,1907.94,US Dollar,
10-09-2022 0.49,8005ED8B0,80159D540,6201.11,US Dollar,6201.11,US Dollar,
10-09-2022 0.55,100428660,8015CEBA0,943.82,US Dollar,943.82,US Dollar,
10-09-2022 0.51,100428660,8015CEBA0,3792.8,US Dollar,3792.8,US Dollar,
10-09-2022 0.33,80089D390,801665CA0,257.33,US Dollar,257.33,US Dollar,
10-09-2022 0.42,80089D390,801665CA0,253.12,US Dollar,253.12,US Dollar,
10-09-2022 0.36,80083B100,8017E6F10,641781.84,US Dollar,641781.84,US Dollar,
10-09-2022 0.50,800EFE830,8016D1750,580.13,US Dollar,580.13,US Dollar,
10-09-2022 0.53,800EFE830,8016D1750,749.27,US Dollar,749.27,US Dollar,
10-09-2022 0.54,800056370,801958E70,447.68,US Dollar,447.68,US Dollar,
10-09-2022 0.32,800056370,801958E70,106.17,US Dollar,106.17,US Dollar,
10-09-2022 0.53,800DF2F00,8019B5C40,6426.94,US Dollar,6426.94,US Dollar,
10-09-2022 0.40,800DF2F00,8019B5C40,5992.75,US Dollar,5992.75,US Dollar,
10-09-2022 0.51,8017E6180,801A4D330,264.49,US Dollar,264.49,US Dollar,
10-09-2022 0.45,8017E6180,801A4D330,2.48,US Dollar,2.48,US Dollar,
10-09-2022 0.33,800770660,801A581D0,474.27,US Dollar,474.27,US Dollar,
10-09-2022 0.48,800770660,801A581D0,543.67,US Dollar,543.67,US Dollar,
10-09-2022 0.42,801676340,801A61570,2067.31,US Dollar,2067.31,US Dollar,
10-09-2022 0.49,801676340,801A61570,138.84,US Dollar,138.84,US Dollar,
10-09-2022 0.56,8015F01A0,801755770,775.81,US Dollar,775.81,US Dollar,
10-09-2022 0.46,8015F01A0,801755770,402.41,US Dollar,402.41,US Dollar,
10-09-2022 0.43,801A8EB80,801A838D0,4594.4,US Dollar,4594.4,US Dollar,
10-09-2022 0.48,801A8F870,801A838D0,1808.0,US Dollar,1808.0,US Dollar,
10-09-2022 0.38,801A8F820,801A838D0,1640.03,US Dollar,1640.03,US Dollar,
10-09-2022 0.50,801A83F40,801A838D0,4585.84,US Dollar,4585.84,US Dollar,
10-09-2022 0.34,801A904A0,801A838D0,1470.95,US Dollar,1470.95,US Dollar,
10-09-2022 0.42,801A909E0,801A838D0,348.06,US Dollar,348.06,US Dollar,
10-09-2022 0.34,801A83EF0,801A838D0,3246.09,US Dollar,3246.09,US Dollar,
10-09-2022 0.35,801A90400,801A838D0,3364.69,US Dollar,3364.69,US Dollar,
10-09-2022 0.46,801722400,801A838D0,1656.51,US Dollar,1656.51,US Dollar,
10-09-2022 0.41,801A90A30,801A838D0,2085.87,US Dollar,2085.87,US Dollar,
10-09-2022 0.30,800A7D030,801A9E8B0,1768.8,US Dollar,1768.8,US Dollar,
10-09-2022 0.54,800A7D030,801A9E8B0,6425.15,US Dollar,6425.15,US Dollar,
10-09-2022 0.33,801487C90,801BFA0C0,840.91,US Dollar,840.91,US Dollar,
10-09-2022 0.46,801487C90,801BFA0C0,2746.05,US Dollar,2746.05,US Dollar,
10-09-2022 0.57,801A99680,801CBB470,2271.14,US Dollar,2271.14,US Dollar,
10-09-2022 0.40,801A99680,801CBB470,1062.05,US Dollar,1062.05,US Dollar,
10-09-2022 0.59,8005BBC40,800683790,375.29,US Dollar,375.29,US Dollar,
10-09-2022 0.30,801966460,801D01AB0,104.46,US Dollar,104.46,US Dollar,
10-09-2022 0.42,801966460,801D01AB0,298.74,US Dollar,298.74,US Dollar,
10-09-2022 0.33,800BC4460,801D22F70,330.76,US Dollar,330.76,US Dollar,
10-09-2022 0.58,800BC4460,801D22F70,79.55,US Dollar,79.55,US Dollar,
10-09-2022 0.59,100428660,801D4D550,266.14,US Dollar,266.14,US Dollar,
10-09-2022 0.50,100428660,801D4D550,277.67,US Dollar,277.67,US Dollar,
10-09-2022 0.44,8006A8650,801D62920,1056.7,US Dollar,1056.7,US Dollar,
10-09-2022 0.32,8006A8650,801D62920,3481.15,US Dollar,3481.15,US Dollar,
10-09-2022 0.38,8001357A0,801DB0E60,20.83,US Dollar,20.83,US Dollar,
10-09-2022 0.57,8001357A0,801DB0E60,82.26,US Dollar,82.26,US Dollar,
10-09-2022 0.46,8001357A0,801DB0E60,112.23,US Dollar,112.23,US Dollar,
10-09-2022 0.49,800DAFAF0,801B26CE0,183.7,US Dollar,183.7,US Dollar,
10-09-2022 0.55,800DAFAF0,801B26CE0,36.47,US Dollar,36.47,US Dollar,
10-09-2022 0.45,800DAFAF0,801B26CE0,5.41,US Dollar,5.41,US Dollar,
10-09-2022 0.33,800DAFAF0,801B26CE0,3.2,US Dollar,3.2,US Dollar,
10-09-2022 0.33,100428660,802024C10,139.11,US Dollar,139.11,US Dollar,
10-09-2022 0.48,100428660,802107A70,521.26,US Dollar,521.26,US Dollar,
10-09-2022 0.35,100428660,802107A70,3573.29,US Dollar,3573.29,US Dollar,
10-09-2022 0.52,801A4CF20,802208EB0,1666.25,US Dollar,1666.25,US Dollar,
10-09-2022 0.48,801A4CF20,802208EB0,2254.42,US Dollar,2254.42,US Dollar,
10-09-2022 0.44,8003BF030,802310B20,27713269.87,US Dollar,27713269.87,US Dollar,
10-09-2022 0.59,8003BF030,802310B20,8091.81,US Dollar,8091.81,US Dollar,
10-09-2022 0.46,8003BF030,802310B20,17185309.29,US Dollar,17185309.29,US Dollar,
10-09-2022 0.35,800D0E940,8023DB500,330.76,US Dollar,330.76,US Dollar,
10-09-2022 0.45,800D0E940,8023DB500,823.67,US Dollar,823.67,US Dollar,
10-09-2022 0.32,801290720,80242C5F0,40.45,US Dollar,40.45,US Dollar,
10-09-2022 0.45,801290720,80242C5F0,31.77,US Dollar,31.77,US Dollar,
10-09-2022 0.47,800A87960,80244E550,47.14,US Dollar,47.14,US Dollar,
10-09-2022 0.55,800A87960,80244E550,217.08,US Dollar,217.08,US Dollar,
10-09-2022 0.55,801D1FEE0,80247A890,1876.16,US Dollar,1876.16,US Dollar,
10-09-2022 0.54,801D1FEE0,80247A890,1498.34,US Dollar,1498.34,US Dollar,
10-09-2022 0.42,8022AC5C0,802494060,481.36,US Dollar,481.36,US Dollar,
10-09-2022 0.54,8022AC5C0,802494060,110.45,US Dollar,110.45,US Dollar,
10-09-2022 0.40,100428660,802508AF0,1697.59,US Dollar,1697.59,US Dollar,
10-09-2022 0.41,100428660,802508AF0,1119.31,US Dollar,1119.31,US Dollar,
10-09-2022 0.41,801F80650,802533950,3312.89,US Dollar,3312.89,US Dollar,
10-09-2022 0.47,801F80650,802533950,3487.3,US Dollar,3487.3,US Dollar,
10-09-2022 0.36,100428660,80255C6F0,6955.19,US Dollar,6955.19,US Dollar,
10-09-2022 0.36,100428660,80255C6F0,1815.37,US Dollar,1815.37,US Dollar,
10-09-2022 0.34,100428660,80255C6F0,175.32,US Dollar,175.32,US Dollar,
10-09-2022 0.34,80119C460,80258EB50,323.75,US Dollar,323.75,US Dollar,
10-09-2022 0.46,80119C460,80258EB50,1239.63,US Dollar,1239.63,US Dollar,
10-09-2022 0.58,8007603F0,8026B15C0,481.4,US Dollar,481.4,US Dollar,
10-09-2022 0.53,800BCF720,80277B840,3469.79,US Dollar,3469.79,US Dollar,
10-09-2022 0.51,800BCF720,80277B840,1265.44,US Dollar,1265.44,US Dollar,
10-09-2022 0.57,800BCF720,80277B840,330.47,US Dollar,330.47,US Dollar,
10-09-2022 0.59,800BCF720,80277B840,179.74,US Dollar,179.74,US Dollar,
10-09-2022 0.45,8018A8A10,8027D6DC0,864.25,US Dollar,864.25,US Dollar,
10-09-2022 0.50,8018A8A10,8027D6DC0,401.0,US Dollar,401.0,US Dollar,
10-09-2022 0.43,8017A5170,802935840,217.61,US Dollar,217.61,US Dollar,
10-09-2022 0.42,8017A5170,802935840,182.2,US Dollar,182.2,US Dollar,
10-09-2022 0.37,801EB69B0,8029743A0,89.27,US Dollar,89.27,US Dollar,
10-09-2022 0.44,801EB69B0,8029743A0,116.94,US Dollar,116.94,US Dollar,
10-09-2022 0.33,801BEBEE0,802A085F0,1171.77,US Dollar,1171.77,US Dollar,
10-09-2022 0.45,801BEBEE0,802A085F0,832.51,US Dollar,832.51,US Dollar,
10-09-2022 0.36,800A70E10,802A15CD0,51854.7,US Dollar,51854.7,US Dollar,
10-09-2022 0.44,8006DFC50,802AD2340,189.55,US Dollar,189.55,US Dollar,
10-09-2022 0.48,80192F240,802B5A350,4.49,US Dollar,4.49,US Dollar,
10-09-2022 0.52,80192F240,802B5A350,10.44,US Dollar,10.44,US Dollar,
10-09-2022 0.53,800771E00,802B5EC80,868.11,US Dollar,868.11,US Dollar,
10-09-2022 0.43,800771E00,802B5EC80,3417.72,US Dollar,3417.72,US Dollar,
10-09-2022 0.57,80188A140,802B64530,183.07,US Dollar,183.07,US Dollar,
10-09-2022 0.43,80188A140,802B64530,119.6,US Dollar,119.6,US Dollar,
10-09-2022 0.33,800801FE0,802B89F10,2267.64,US Dollar,2267.64,US Dollar,
10-09-2022 0.59,800801FE0,802B89F10,2378.2,US Dollar,2378.2,US Dollar,
10-09-2022 0.54,802A65B30,802BF6610,116.13,US Dollar,116.13,US Dollar,
10-09-2022 0.30,802A65B30,802BF6610,1255.59,US Dollar,1255.59,US Dollar,
10-09-2022 0.55,8005B7E20,802C49790,39.27,US Dollar,39.27,US Dollar,
10-09-2022 0.40,8005B7E20,802C49790,40.33,US Dollar,40.33,US Dollar,
10-09-2022 0.35,800698460,802CAC150,46.06,US Dollar,46.06,US Dollar,
10-09-2022 0.30,800698460,802CAC150,18.88,US Dollar,18.88,US Dollar,
10-09-2022 0.47,8018E5470,802CD0040,403.03,US Dollar,403.03,US Dollar,
10-09-2022 0.37,8018E5470,802CD0040,444.99,US Dollar,444.99,US Dollar,
